2019-03-18 11:02:46,271 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
2019-03-18 11:02:48,687 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA77F0> has find the element ('id', 'VlanId')
2019-03-18 11:02:48,718 - BasePage.py:[150]-[INFO] - inputValue:[('id', 'VlanId')] is receiveing value [100]
2019-03-18 11:02:48,754 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA77F0> has find the element ('id', 'IPv4MXU')
2019-03-18 11:02:48,838 - BasePage.py:[150]-[INFO] - inputValue:[('id', 'IPv4MXU')] is receiveing value [1292]
2019-03-18 11:02:48,907 - BasePage.py:[110]-[INFO] - exceute js return OnApply() successed !
2019-03-18 11:02:57,402 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA78D0> has find the element ('xpath', '/html/body/div[1]/div[1]/div[2]/div[2]/ul/li[2]/div[2]')
2019-03-18 11:02:57,630 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
2019-03-18 11:02:58,688 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA78D0> has find the element ('xpath', '/html/body/div[1]/div[2]/div[1]/ul/li[1]/div')
2019-03-18 11:02:58,926 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
2019-03-18 11:03:03,123 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA78D0> has find the element ('id', 'wanInstTable_rml1')
2019-03-18 11:03:03,381 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
2019-03-18 11:03:03,411 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA78D0> has find the element ('id', 'DeleteButton')
2019-03-18 11:03:06,452 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
2019-03-18 11:03:11,501 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA79B0> has find the element ('xpath', '/html/body/div[1]/div[1]/div[2]/div[2]/ul/li[2]/div[2]')
2019-03-18 11:03:11,728 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
2019-03-18 11:03:12,784 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA79B0> has find the element ('xpath', '/html/body/div[1]/div[2]/div[1]/ul/li[2]/div')
2019-03-18 11:03:13,024 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
2019-03-18 11:03:18,066 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA7D68> has find the element ('xpath', '/html/body/div[1]/div[1]/div[2]/div[2]/ul/li[2]/div[2]')
2019-03-18 11:03:18,299 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
2019-03-18 11:03:19,366 - BasePage.py:[54]-[INFO] - the page <ONU.PageObj.WanPage.WanPage object at 0x0000000004DA7D68> has find the element ('xpath', '/html/body/div[1]/div[2]/div[1]/ul/li[3]/div')
2019-03-18 11:03:19,596 - BasePage.py:[156]-[INFO] - clickMenu ,clicking....!
